Speaker,line,v,a,d
Kamala Harris,"This is so much more than rhetoric or a campaign. It really is about tapping into the spirit of who we are as Americans because we are all in this together. We are all in this together. And so I pledge to be a president who actively works to unite us around our highest aspirations. I pledge to you to be a president who is realistic and practical and has common sense, and to always fight for the American people, unlike Donald Trump, who frankly as we have seen, cares more about running on problems than fixing problems.",0.673888888888889,0.4801666666666667,0.6475000000000001
Kamala Harris,"I want to fix problems, which means working across the aisle. It requires working across the aisle. It requires embracing good ideas from wherever they come. That is why I have pledged to appoint a Republican in my cabinet. That is why I have pledged to establish a council on bipartisan solutions to recommend to me common sense solutions to some of the most pressing issues facing our country. Because nobody has a corner on the good ideas. They actually come from many places and one should… Especially if they want to be a leader, one should welcome those ideas, and those ideas which are about, in particular, strengthening the middle class, securing our border, defending our freedoms, and maintaining our leadership in the world.",0.6785161290322581,0.45909677419354844,0.579516129032258
Kamala Harris,"And all of this is to also say that I believe for America to be the world’s strongest democracy, we must have a healthy two-party system, because it is when we have a healthy two-party system that leaders are then required to debate the merits of policy and to work, yes, across the aisle regularly and routinely to get things done.",0.6298,0.40433333333333343,0.6186
Kamala Harris,"I have experienced firsthand how important and rewarding that kind of bipartisan cooperation can be. So I’ll tell you, when I was the United States senator, I served on the Senate Intelligence Committee. It was actually my favorite committee for a number reasons, but specifically this. There we dealt with some of the most pressing issues affecting national security. There we would talk about hotspots around the world and what we needed to do to focus on keeping America safe and secure. And to do that, we would review classified information which required us to meet in a secure room. Adam, you know it’s called a skiff. Okay.",0.6811470588235293,0.4392352941176471,0.6590588235294118
Kamala Harris,"When we would go in that room, with all due respect, no cameras were allowed, no press, and we would roll up our sleeves and get to work. I’m telling you, senators of both parties would walk in that room, take off their suit jackets, roll up their sleeves, have a cup of coffee on the table, and we would have real conversations, real conversations as Americans because we understood that what happened in that room, well, the stakes were so high. And therefore it could not be, we could not afford to let it be about whether one was a Democrat or a Republican. The stakes were too high. We were in that room and it was all about us as Americans, about doing what is in the best interest of the safety and security of our nation. I love that work.",0.6568,0.42479999999999996,0.5089666666666667
Kamala Harris,"And it was what we have as the theme of today, it was country over party in action, in action. So I know it can be done, and that is the standard of leadership and the aspiration that I have in terms of how we will work when, with your help, I’m elected president of the United States. So-",0.713125,0.44531249999999994,0.669625
Kamala Harris,"So as I have said, our campaign is not a fight against something. It is a fight for something. It is a fight for the fundamental principles upon which we were founded. It is a fight for a new generation of leadership that is optimistic about what we can achieve together, Republicans, Democrats, and independents who want to move past the politics of division and blame and get things done on behalf of the American people. And when it all comes down to it, I know we are all here together this beautiful afternoon because we love our country. We love our country. And we are here because we know the deep privilege and pride that comes with being an American and the duty that comes along with it, and the duty that comes along with it.",0.6599714285714284,0.5434857142857143,0.6658285714285713
Kamala Harris,"Imperfect though we may be, America is still that shining city upon a hill that inspires people around the world. And I do believe it is one of the highest forms of patriotism to fight for the ideals of our country. So should people from across Pennsylvania and across our nation, let us together stand up for the rule of law, for our democratic ideals, and for the constitution of the United States. And in 20 days, we have the power to chart a new way forward, one that is worthy of this magnificent country that we are all blessed to call home. Thank you all. May God bless you and may God bless the United States of America. Thank you.",0.7113250000000001,0.43415,0.598175
Kamala Harris,"Good afternoon. Good afternoon, Pennsylvania. Good afternoon, everyone. Good afternoon. Bob and Christina, thank you so very much for that introduction and for your friendship. And as I’ve said to all the friends and leaders on the stage with me, we had a chance to speak ahead of time, I thank you all for everything that you are doing and the courage you are showing.",0.8413076923076924,0.4367692307692307,0.5748461538461539
Kamala Harris,"This is an extraordinary climate right now and I think we all recognize the courage that you are each showing to speak out so publicly and to put as we are saying, because we truly believe at country over parity. So thank you all. Can we please applaud Bob and Christina and all of the folks on the stage, please? Thank you. Thank you. Truly, truly, thank you.",0.7891666666666667,0.44566666666666666,0.5916666666666666
Kamala Harris,"So if you all have a seat, please do sit. Yes. So I think everyone here knows we meet in a place that holds a very special meaning for our country. Here on Christmas Night, 1776, General George Washington and over 2,000 troops crossed the icy Delaware river in darkness, then marched to Trenton where they surprised an outpost of enemy soldiers and achieved a major victory in the American Revolution.",0.6897894736842106,0.5317894736842106,0.6484736842105264
Kamala Harris,"And after we won the war and achieved our independence, delegates from across the nation gathered not far from here in Philadelphia, to write and to sign the constitution of the United States. And we remember and reflect on what that moment was, knowing that leading up to that, that work, to write, to compose the constitution of the United States, that work was not easy.",0.661125,0.476375,0.6930624999999999
Kamala Harris,"The founders often disagreed, often quite passionately. But in the end, the constitution of the United States laid out the foundations of our democracy, including the rule of law that there would be checks and balances, that we would have free and fair elections, and a peaceful transfer of power. These principles and traditions have sustained our nation for over two centuries sustained because generations of Americans, from all backgrounds, from all beliefs, have cherished them, upheld them, and defended them. And now the baton is in our hands.",0.6648636363636363,0.38122727272727275,0.6084545454545455
Kamala Harris,"So I am joined today by over 100 Republican leaders from across Pennsylvania and across our country who are supporting my candidacy for president of the United States, and I am deeply honored to have their support. Some served in state houses, some in the United States Congress, some worked for other Republican presidents and presidential nominees including Mitt Romney, John McCain, George W. Bush, George H.W. Bush, and Ronald Reagan. Some today served in Donald Trump’s own administration.",0.6392105263157895,0.4272631578947368,0.6112105263157894
Kamala Harris,"We also have with us republican voters from here in Pennsylvania and beyond who have been active in their Republican parties for years, who have supported Republican candidates up and down the ticket. Now, I say all that to make an obvious point. In a typical election year, you all being here with me, might be a bit surprising, dare I say unusual. But not in this election. Not in this election. Because at stake in this race are the democratic ideals that our founders and generations of Americans before us have fought for. At stake in this election is the constitution of the United States, it very itself. We are here today because we share a core belief that we must put country before party.",0.625,0.436,0.5753636363636363
Kamala Harris,"And so we know that sacred oath must always be honored and never violated, and that we should expect anyone who seeks the highest office in our land would meet that standard. We here know the Constitution is not a relic from our past, but determines whether we are a country where the people can speak freely and even criticize the president without fear of being thrown in jail or targeted by the military, where the people can worship as they choose without the government interfering, where you can vote without fear that your vote will be thrown away. All of this and more depends on whether or not our leaders honor their oath to the constitution.",0.5881500000000001,0.477825,0.6113250000000001
Kamala Harris,"I have sworn an oath to uphold the constitution six times, including as vice president, as the United States Senator, and as the top law enforcement officer of the largest state in our country. I have never wavered from upholding that oath.",0.63,0.439,0.6498571428571428
Kamala Harris,And now Donald Trump is telling us how he intends to use power if he is elected again. He has stated that one of the biggest threats America faces is “the enemy from within.”,0.5321666666666666,0.5451666666666667,0.6246666666666667
Kamala Harris,It is clear Donald Trump is increasingly unstable and unhinged.,0.5546666666666666,0.5433333333333333,0.5403333333333333
Kamala Harris,"So as I’ve mentioned, many of you know I spent a career as a prosecutor in law enforcement, and I will tell you, I never asked a victim or a witness, “Are you a Republican or are you a Democrat?” I never asked of anyone who needed help. If anyone who deserved attention, where were they registered and who did they vote for? The only question I ever asked was, “Are you okay?” And that is the kind of president I pledge to you that I will be. That is my pledge to you, because we have too much to do and too much good work to do, to be relegated, to requiring each of us to be in some silo, disconnected from each other. There’s too much good to be done. And the challenges that we face as a nation require us if we truly want to create solutions and strengthen our nation, the approach truly requires that we understand we’re all in this together.",0.6443428571428571,0.44659999999999994,0.6242571428571428
Kamala Harris,"This is so much more than rhetoric or a campaign. It really is about tapping into the spirit of who we are as Americans because we are all in this together. We are all in this together. And so I pledge to be a president who actively works to unite us around our highest aspirations. I pledge to you to be a president who is realistic and practical and has common sense, and to always fight for the American people, unlike Donald Trump, who frankly as we have seen, cares more about running on problems than fixing problems.",0.673888888888889,0.4801666666666667,0.6475000000000001
Kamala Harris,"I want to fix problems, which means working across the aisle. It requires working across the aisle. It requires embracing good ideas from wherever they come. That is why I have pledged to appoint a Republican in my cabinet. That is why I have pledged to establish a council on bipartisan solutions to recommend to me common sense solutions to some of the most pressing issues facing our country. Because nobody has a corner on the good ideas. They actually come from many places and one should… Especially if they want to be a leader, one should welcome those ideas, and those ideas which are about, in particular, strengthening the middle class, securing our border, defending our freedoms, and maintaining our leadership in the world.",0.6785161290322581,0.45909677419354844,0.579516129032258
Kamala Harris,"And all of this is to also say that I believe for America to be the world’s strongest democracy, we must have a healthy two-party system, because it is when we have a healthy two-party system that leaders are then required to debate the merits of policy and to work, yes, across the aisle regularly and routinely to get things done.",0.6298,0.40433333333333343,0.6186
Kamala Harris,"I have experienced firsthand how important and rewarding that kind of bipartisan cooperation can be. So I’ll tell you, when I was the United States senator, I served on the Senate Intelligence Committee. It was actually my favorite committee for a number reasons, but specifically this. There we dealt with some of the most pressing issues affecting national security. There we would talk about hotspots around the world and what we needed to do to focus on keeping America safe and secure. And to do that, we would review classified information which required us to meet in a secure room. Adam, you know it’s called a skiff. Okay.",0.6811470588235293,0.4392352941176471,0.6590588235294118
Kamala Harris,"When we would go in that room, with all due respect, no cameras were allowed, no press, and we would roll up our sleeves and get to work. I’m telling you, senators of both parties would walk in that room, take off their suit jackets, roll up their sleeves, have a cup of coffee on the table, and we would have real conversations, real conversations as Americans because we understood that what happened in that room, well, the stakes were so high. And therefore it could not be, we could not afford to let it be about whether one was a Democrat or a Republican. The stakes were too high. We were in that room and it was all about us as Americans, about doing what is in the best interest of the safety and security of our nation. I love that work.",0.6568,0.42479999999999996,0.5089666666666667
Kamala Harris,"And it was what we have as the theme of today, it was country over party in action, in action. So I know it can be done, and that is the standard of leadership and the aspiration that I have in terms of how we will work when, with your help, I’m elected president of the United States. So-",0.713125,0.44531249999999994,0.669625
Kamala Harris,"So as I have said, our campaign is not a fight against something. It is a fight for something. It is a fight for the fundamental principles upon which we were founded. It is a fight for a new generation of leadership that is optimistic about what we can achieve together, Republicans, Democrats, and independents who want to move past the politics of division and blame and get things done on behalf of the American people. And when it all comes down to it, I know we are all here together this beautiful afternoon because we love our country. We love our country. And we are here because we know the deep privilege and pride that comes with being an American and the duty that comes along with it, and the duty that comes along with it.",0.6599714285714284,0.5434857142857143,0.6658285714285713
Kamala Harris,"Imperfect though we may be, America is still that shining city upon a hill that inspires people around the world. And I do believe it is one of the highest forms of patriotism to fight for the ideals of our country. So should people from across Pennsylvania and across our nation, let us together stand up for the rule of law, for our democratic ideals, and for the constitution of the United States. And in 20 days, we have the power to chart a new way forward, one that is worthy of this magnificent country that we are all blessed to call home. Thank you all. May God bless you and may God bless the United States of America. Thank you.",0.7113250000000001,0.43415,0.598175
